"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL(L/h)","V2 (L)","KA","WT on CL","WT on V","Q (L/h)","V3 (L)","alag1","age on CL","bili","alt","tras","cap","age on V","keto","age on Ka","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","SIGMA(1,1)","SIGMA(2,2)","seCL(L/h)","seV2 (L)","seKA","seWT on CL","seWT on V","seQ (L/h)","seV3 (L)","sealag1","seage on CL","sebili","sealt","setras","secap","seage on V","seketo","seage on Ka","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21"
232,1,1,1,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,0:13:37,177.13,638.19,49249.3673350583,199.178,4436.57,0.352562,0.389714,0.423754,48.1421,1412.71,0.743035,-0.107883,0.0193329,0.00680488,1.6203,1.00695,1.77191,0.168301,1.43927,0.207584,0.587291,0.733563,0.103766,1.79262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1,1,1,0,0,0,0,1,0,0,0,0,1.5,NA,FOCE_I,0:11:07,664.77,0,47839.8745467843,192.332,3967.28,0.32176,0.633594,0.581147,47.7856,1322.48,0.734257,-0.0581154,-0.0215322,0.26491,0.504809,1.05535,1.46167,0.188936,1.22603,0.200525,0.591223,0.796637,0.103062,1.99786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,1,1,1,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,0:05:45,342.76,0,48738.3002526862,193.618,4135.28,0.381882,0.248247,0.396246,57.3096,1367.72,0.771252,-0.163327,-0.023574,0.0648799,1.06985,0.981317,1.52248,0.163012,1.39534,0.181016,0.58866,0.747544,0.104661,2.54838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,0:09:31,569.04,0,49490.852363041,194.407,4457.7,0.373519,0.199483,0.668775,46.8632,1436.83,0.69359,-0.134298,0.00636997,0.0543103,0.920037,0.989776,1.93781,0.164781,1.5763,0.199567,0.542692,0.632602,0.104139,4.3566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,1,1,1,0,0,0,0,1,0,0,0,0,1.4,NA,FOCE_I,0:09:24,561.91,0,48746.2087505384,187.523,3910.42,0.365953,0.422497,0.613728,50.2764,1451.68,0.722604,-0.0700211,-0.0380568,0.175627,0.823372,0.964467,1.65396,0.169192,1.48693,0.162061,0.540098,0.743667,0.0972292,2.84135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,1,1,1,0,0,0,0,1,15,1,1,0,NA,NA,FOCE_I,0:12:14,732.04,0,49004.3102817457,203.164,4831.26,0.389514,0.602767,0.603981,48.0178,1252.84,0.739382,0.00901975,0.0291384,-0.149941,0.882252,1.03658,1.90783,0.166261,1.4862,0.201697,0.663785,0.756766,0.100838,2.8602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,1,1,1,1,0,1,0,0,7,1,0,0,3.8,NA,FOCE_I,0:19:09,265.73,881.14,47252.0110039201,195.566,4387.22,0.414892,0.396535,0.47045,53.0686,1448.91,0.746632,-0.154577,0.0500683,0.0574724,0.882252,1.08195,1.68714,0.152386,1.62793,0.189227,0.566601,0.733247,0.103868,2.51623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,1,1,1,0,0,0,0,1,0,0,2,0,NA,NA,FOCE_I,0:11:21,679.05,0,49830.8091210929,193.449,4338.55,0.391438,0.335186,0.472795,57.1699,1334.92,0.759535,-0.0579787,-0.0242374,0.129403,1.07031,1.08918,1.75945,0.181028,1.34035,0.175294,0.545185,0.695384,0.103012,2.55312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1,1,1,1,0,1,0,0,0,0,2,0,3,NA,FOCE_I,0:22:53,740.03,631.49,47864.0467295076,194.087,4107.12,0.36022,0.506796,0.273542,62.678,1159.5,0.705807,-0.113773,0.0341814,-0.0136113,0.535236,0.93844,1.69745,0.266668,1.34478,0.179003,0.396737,0.591949,0.104775,3.11322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,1,1,1,1,1,0,0,0,0,0,0,0,3.7,81023600,FOCE_I,0:21:44,240.91,1061.48,48841.3701061962,193.751,4814.91,0.446017,0.529385,0.675309,46.6553,1630.93,0.707026,-0.0776377,-0.0352707,-0.100042,1.39161,0.972072,1.84159,0.159988,1.63572,0.189034,0.638251,0.645346,0.0984259,3.90042,8.23998,498.068,0.053978,0.100075,0.444023,13.0569,1131.74,0.0340732,0.0780423,0.128664,0.297101,0.657908,0.0790446,0.288698,0.0392752,0.252813,0.0151492,0.0847495,0.120691,0.00483472,1.25019,NA,NA,NA,NA,1.19898e-07,0.0203812,0.0270312,0.0611487,0.0978276,0.133485,0.154577,0.16903,0.188838,0.232566,0.379832,0.415566,0.522156,0.580675,0.812628,0.851627,1.10083,1.22262,1.35608,2.95851,9.71459
242,1,1,1,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,0:13:10,150.94,637.06,49520.3655221331,194.076,4375.33,0.378178,0.437604,0.489514,53.1656,1283.09,0.703497,-0.08514,-0.00282156,0.0123982,0.992085,0.965835,1.63584,0.170103,1.3455,0.168904,0.629727,0.627618,0.112128,2.07646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,0:17:16,1033.6,0,47782.8192695236,202.996,4558.66,0.385819,0.409055,0.195921,50.1963,1553.52,0.719256,-0.0558393,-0.0057383,-0.117646,0.859267,1.00027,1.73639,0.152052,1.4696,0.20428,0.68403,0.775438,0.108137,2.07111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,0:07:48,465.9,0,47628.2191829471,191.696,4074.29,0.325694,0.388323,0.453467,56.5306,1670.63,0.733757,-0.225846,0.0305539,-0.00109248,0.54479,0.900363,1.70106,0.137371,1.24984,0.208432,0.592118,0.622031,0.0993476,3.00505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:10:00,597.7,0,48611.156313478,198.288,4525.05,0.345328,0.413502,0.23441,53.0709,1223.9,0.711372,-0.137433,0.000501831,0.0644559,1.54986,1.02254,1.51138,0.178062,1.0531,0.20922,0.677481,0.706189,0.105732,3.48417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,1,1,1,0,0,0,0,1,0,0,1,0,1.6,NA,FOCE_I,0:08:50,527.83,0,49100.1648399698,200.054,4275.51,0.415744,0.347049,0.573827,58.91,1812.08,0.691061,-0.0786554,-0.0679322,0.0553435,0.72374,0.953871,1.69862,0.168768,1.62271,0.173664,0.466265,0.609284,0.109874,0.621297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1,1,1,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,0:06:05,363.36,0,47960.1853361727,195.35,4853.59,0.420454,0.37742,0.207992,51.4178,1416.92,0.738841,-0.0841464,-0.0413418,-0.00550309,1.29548,1.15325,1.71955,0.18072,1.45839,0.173159,0.594482,0.641662,0.106572,3.22731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,1,1,1,0,0,0,0,1,12,1,0,0,NA,NA,FOCE_I,0:06:10,368.14,0,48674.7819863111,193.869,4784.13,0.461042,0.333945,0.35477,60.2208,1363.56,0.727003,-0.138544,-0.0671545,-0.033231,0.882252,0.956265,1.63847,0.203106,1.52946,0.222162,0.497326,0.661827,0.0997958,4.47713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:03:32,209.88,0,48527.0330070098,197.858,4619.8,0.475096,0.356933,0.427714,58.2003,1373.26,0.750736,-0.123847,-0.000708418,-0.0568017,0.876765,0.977837,1.69366,0.177484,1.67575,0.181462,0.504372,0.630141,0.106842,1.77129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,1,1,1,0,0,0,0,1,0,0,5,0,1.5,NA,FOCE_I,0:11:55,713.48,0,47773.0533755732,207.443,4492.22,0.32307,0.422318,0.452391,53.4493,1245.23,0.723208,-0.036664,0.016491,0.0517205,0.513841,1.04377,1.83039,0.188102,1.39293,0.1621,0.599249,0.576473,0.0999644,2.95272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,1,1,1,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,0:24:28,453.38,1012.28,48836.1810663094,199.492,4304.83,0.438247,0.495206,0.471432,64.2019,1416.41,0.750333,-0.140758,0.0236486,0.0152592,1.21702,0.968734,1.41632,0.156271,1.44821,0.181935,0.517399,0.730632,0.107283,1.90435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,1,1,1,0,0,0,0,1,0,0,0,0,2,NA,FOCE_I,0:09:44,581.99,0,48825.6610224483,195.949,4346.94,0.361318,0.458331,0.44121,52.4809,1273.86,0.705655,-0.159663,-0.00281161,-0.127925,0.876968,0.996479,1.62496,0.192511,1.38128,0.199963,0.586843,0.703539,0.100164,3.45736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,1,1,1,1,0,1,0,0,0,0,0,0,3.2,NA,FOCE_I,0:21:27,225.55,1059.1,48981.1153187334,194.674,4409.54,0.395564,0.499856,0.476045,49.954,1592.45,0.74098,-0.0619697,0.028947,0.0133528,0.534301,0.90558,1.69248,0.158922,1.43011,0.17488,0.511111,0.71959,0.104848,2.50446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,0:06:48,405.54,0,48755.1037535931,204.053,4202.16,0.38359,0.383571,0.459377,56.4193,1462.78,0.734739,-0.0392079,-0.00922808,0.0734868,0.516135,0.816546,1.78532,0.159328,1.59171,0.19159,0.592068,0.681495,0.104802,3.17837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,1,1,1,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,0:05:38,335.53,0,49347.4681038813,184.477,4001.65,0.372193,0.306695,0.494644,48.2153,1452.27,0.754799,-0.191984,0.000370926,0.117506,0.593775,1.0686,1.44997,0.146392,1.33103,0.189558,0.695773,0.923465,0.105599,4.54895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,1,1,1,1,1,0,0,0,0,0,1,0,3.2,7496890000,FOCE_I,0:23:30,338.98,1068.61,48483.9054980175,191.319,4309.84,0.390764,0.306515,0.464857,53.2968,1275.3,0.73897,-0.148963,0.0125075,0.0837785,1.57221,0.968644,1.59039,0.239947,1.39869,0.195116,0.502112,0.785051,0.0949958,3.45035,6.74943,815.409,0.0859753,0.646504,0.312787,19.7425,730.756,0.0216928,0.194027,0.33697,0.312787,2.41874,0.0766456,0.211141,0.0620194,0.272406,0.016697,0.058881,0.10355,0.00493553,1.87492,NA,NA,NA,NA,1.66786e-09,0.00244895,0.00499606,0.0117182,0.0146928,0.0247682,0.0448508,0.0534102,0.112396,0.129094,0.141041,0.168888,0.347534,0.467892,0.627164,0.64827,0.861539,1.1017,1.65373,2.08012,12.5037
257,1,1,1,0,0,0,0,1,0,0,1,0,2.1,NA,FOCE_I,0:12:08,726.25,0,49269.9562219983,191.299,3942.45,0.366584,0.426016,0.450449,52.1225,1485.53,0.74049,-0.128448,-0.00937194,0.0944745,1.49667,1.03873,1.32743,0.168626,1.26001,0.201403,0.630384,0.729782,0.107536,1.95753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,1,1,1,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,0:09:20,557.91,0,48485.7137842372,190.5,4566.5,0.436471,0.240443,0.268779,53.2647,1406.1,0.681005,-0.14,-0.0499545,0.147452,0.820917,1.04259,1.16992,0.208472,1.18092,0.17187,0.493975,0.661936,0.112216,1.69413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,0:07:56,473.72,0,49715.378403204,199.004,4506.86,0.434103,0.549243,0.57201,50.606,1546.22,0.712503,-0.0551417,0.0501643,0.0427533,0.530115,0.871009,1.91925,0.149465,1.80377,0.184627,0.585228,0.667581,0.10407,2.52348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,1,1,1,1,0,0,1,0,2,1,0,0,4.3,NA,FOCE_I,0:03:44,222.03,0,49942.8831239481,190.496,4307.3,0.384667,0.337056,0.705806,57.3434,1733.56,0.689413,-0.0677048,0.00495064,0.174314,0.573924,1.17714,1.75658,0.14861,1.37786,0.168574,0.608334,0.719995,0.107574,0.000269559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1,1,1,0,0,0,0,1,0,0,0,0,1.7,NA,FOCE_I,0:07:20,438.08,0,49220.9917079036,199.344,4660.49,0.422267,0.498645,0.363632,48.8091,1402.82,0.716233,-0.0706275,-0.00461767,-0.022181,1.47492,0.912674,1.73693,0.179088,1.45805,0.165656,0.509046,0.694558,0.102988,3.62383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,1,1,1,1,0,1,0,0,0,0,0,0,3.3,NA,FOCE_I,0:18:52,502.9,627.32,48546.8584483063,192.929,4062.28,0.355082,0.295598,0.462119,55.7888,1393.74,0.727884,-0.167059,-0.0128179,0.0715657,0.882565,0.974812,1.5596,0.184451,1.39334,0.197454,0.654894,0.716049,0.0965203,3.32248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,1,1,1,0,0,0,0,1,0,0,0,0,2.1,NA,FOCE_I,0:05:20,317.47,0,48028.4934192588,202.66,4730.74,0.431116,0.302963,0.279655,47.6886,1374.7,0.74841,-0.0246228,-0.00376074,0.0754481,0.859119,1.04377,1.94996,0.200707,1.65097,0.197426,0.475692,0.679966,0.0996843,2.64219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,1,1,1,1,1,0,0,0,0,0,1,0,3.4,2398010000,FOCE_I,0:27:12,551.45,1078.85,48739.9806136426,190.311,4005.03,0.33183,0.567292,0.700507,54.1124,1447.56,0.76212,-0.064254,0.02471,0.0603022,0.53072,0.927719,1.64221,0.192445,1.24009,0.159759,0.458539,0.743337,0.107024,0.549122,9.07862,357.857,0.0518666,0.143895,0.19768,5.33839,128.315,0.0160895,0.139306,0.0552764,0.191181,0.0465071,0.0651256,0.155936,0.0258256,0.226635,0.0113332,0.0711707,0.129438,0.00492257,0.278146,NA,NA,NA,NA,3.16584e-09,0.021421,0.0326692,0.0627104,0.131553,0.156261,0.214966,0.270501,0.303988,0.348944,0.491346,0.528081,0.700822,0.852356,0.878705,1.09882,1.19719,1.48346,1.87008,2.76442,7.5917
265,1,1,1,0,0,0,0,1,0,0,2,0,1.8,NA,FOCE_I,0:09:05,542.88,0,48148.0380416673,188.194,4011.18,0.351792,0.390024,0.66796,48.2309,1206.75,0.738225,-0.172589,-0.0486891,-0.0276067,0.949541,1.04677,1.6531,0.188145,1.36333,0.169758,0.569219,0.732082,0.102681,2.82814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,1,1,1,1,0,1,0,0,8,1,1,0,3,NA,FOCE_I,0:23:30,341.14,1066.76,49781.9795477145,192.168,4143.43,0.361655,0.347641,0.408723,53.5523,1269.36,0.731528,-0.116286,-0.0453881,0.106814,0.882252,0.998622,1.66064,0.202868,1.3962,0.170062,0.497531,0.664869,0.0998345,3.51996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,1,1,1,0,0,0,0,1,10,1,1,0,NA,NA,FOCE_I,0:04:33,270.97,0,48234.7485601939,199.318,4203.03,0.38454,0.368242,0.42218,57.9539,1254.55,0.712129,-0.0594552,0.0507519,-0.0283282,0.882252,1.00852,1.4,0.182532,1.22946,0.200758,0.506456,0.691287,0.108534,3.51685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,1,1,1,0,0,0,0,1,0,0,0,0,0.3,NA,FOCE_I,0:06:45,403.05,0,49857.4955698657,193.879,4101.26,0.402829,0.342327,0.39933,59.3139,1402.2,0.748365,-0.127152,-0.0650566,0.0124691,0.626226,1.04728,1.62142,0.174823,1.44051,0.188234,0.530053,0.788994,0.101961,2.01838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1,1,1,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,0:14:07,844.95,0,49654.4130830005,189.8,4411.93,0.383035,0.284531,0.340572,47.8981,1364.09,0.728398,-0.0961808,-0.120642,0.170129,0.706085,1.0389,1.76794,0.18294,1.606,0.183382,0.64248,0.738931,0.104631,3.35178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:09:08,545.75,0,48724.8182256804,203.442,5111.64,0.38346,0.458381,0.191461,49.3185,1647.75,0.716023,0.0187247,0.00771623,0.00418646,0.867854,0.959599,1.96362,0.172929,1.59243,0.197022,0.699511,0.657923,0.102806,2.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,1,1,1,1,1,0,0,0,0,0,0,0,3.4,9762300,FOCE_I,0:20:24,301.44,920.79,47552.4503343359,192.632,4314.96,0.335061,0.413211,0.620661,52.3074,1436.32,0.692687,-0.108929,0.0499114,0.2306,1.86114,1.12505,1.90702,0.167961,1.38594,0.187176,0.600261,0.549098,0.106298,3.46596,5.59955,328.758,0.0362336,0.0770961,0.185431,5.23086,126.816,0.0266733,0.0539657,0.0395079,0.108269,0.283703,0.0696409,0.138853,0.0171471,0.160257,0.012857,0.0805752,0.0941952,0.0046829,1.20908,NA,NA,NA,NA,4.04913e-07,0.0365037,0.129815,0.237644,0.258023,0.32918,0.407417,0.488919,0.596622,0.630713,0.650763,0.716876,0.81766,1.02834,1.06408,1.18787,1.40561,1.75648,2.22664,3.07796,3.95288
272,1,1,1,0,0,0,0,1,12,1,1,0,NA,NA,FOCE_I,0:07:17,435.82,0,49156.2486184292,195.223,4480.39,0.352201,0.43977,0.467608,45.9906,1468.33,0.749748,-0.0653303,0.0323244,0.190625,0.882252,1.05962,1.62944,0.15475,1.11304,0.211695,0.751247,0.943836,0.0998703,1.52532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,1,1,1,0,0,0,0,1,0,0,0,0,2.1,NA,FOCE_I,0:06:57,415.12,0,49544.9381956396,183.172,3587.15,0.338616,0.56245,0.790638,53.9196,1386.93,0.733999,-0.145338,-0.02443,0.141174,0.737493,0.963033,1.48811,0.153268,1.28943,0.166948,0.56341,0.651981,0.106756,0.853439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
