"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL(L/h)","V2 (L)","KA","WT on CL","WT on V","Q (L/h)","V3 (L)","alag1","age on CL","bili","alt","tras","cap","age on V","keto","age on Ka","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","SIGMA(1,1)","SIGMA(2,2)","seCL(L/h)","seV2 (L)","seKA","seWT on CL","seWT on V","seQ (L/h)","seV3 (L)","sealag1","seage on CL","sebili","sealt","setras","secap","seage on V","seketo","seage on Ka","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21"
159,1,1,1,0,0,0,0,1,8,1,0,0,NA,NA,FOCE_I,0:06:06,364.23,0,49586.834993526,188.985,4186.75,0.372724,0.299078,0.193103,47.2704,1369.25,0.740837,-0.128663,-0.104545,0.062384,0.882252,0.884016,1.75075,0.192826,1.5334,0.182092,0.551931,0.621138,0.100168,4.45717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,1,1,1,1,0,1,0,0,0,0,0,0,3.5,NA,FOCE_I,0:30:11,751.72,1056.96,48304.6165171862,189.713,4532.74,0.42151,0.545832,0.480151,44.7257,1744.88,0.719048,-0.126091,0.0329572,0.239695,0.976531,1.10331,2.00081,0.166862,1.8092,0.206149,0.580835,0.683388,0.100034,2.52957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1,1,1,0,0,0,0,1,0,0,1,0,2.9,NA,FOCE_I,0:10:24,621.64,0,49304.6584582622,189.49,4326.92,0.396149,0.418075,0.73534,54.8352,1402.77,0.734381,-0.121208,-0.0370631,0.161975,0.843393,1.11215,1.79197,0.159227,1.6058,0.201029,0.630171,0.774719,0.106316,1.84135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:14:25,862.24,0,48802.0580143124,192.694,4092.37,0.351368,0.444602,0.348039,56.4432,1587.52,0.698639,-0.123838,-0.0170012,0.129177,1.42606,1.04365,1.71503,0.152733,1.398,0.178125,0.594498,0.663745,0.10354,3.00653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1,1,1,0,0,0,0,1,8,1,0,0,NA,NA,FOCE_I,0:04:51,288.63,0,49660.0612119192,193.235,4208.83,0.353073,0.486499,0.401783,49.6792,1257.54,0.708884,-0.0727128,-0.020367,0.0543768,0.882252,0.926637,1.54066,0.176852,1.27148,0.180136,0.60453,0.805833,0.100719,4.48098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,1,1,1,0,0,0,0,1,0,0,1,0,3,NA,FOCE_I,0:06:11,368.54,0,49151.187092714,190.885,4156.61,0.387366,0.405907,0.282976,55.8793,1353.49,0.73935,-0.142444,-0.0312954,-0.0368235,0.992902,1.01774,1.62526,0.15541,1.46495,0.164466,0.586109,0.728225,0.108646,3.18886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,1,1,1,1,1,0,0,0,0,0,0,0,3.8,95.6462,FOCE_I,0:14:34,211.14,660.65,49169.6588386035,183.799,4350.7,0.395186,0.235888,0.480286,58.033,1701.46,0.721459,-0.184723,-0.0613392,0.224778,0.821428,0.948136,1.614,0.177366,1.28599,0.179375,0.528913,0.564614,0.104948,0.602782,4.92567,262.558,0.037181,0.0570922,0.0963071,3.52867,141.196,0.0166328,0.0596926,0.0352717,0.0813973,0.211219,0.0636415,0.131087,0.0205148,0.145317,0.012327,0.0589901,0.0713967,0.00441029,0.292927,NA,NA,NA,NA,0.0494865,0.104218,0.182568,0.211728,0.274084,0.345793,0.478006,0.552518,0.591406,0.709869,0.770253,0.802492,0.900632,0.971976,1.08726,1.29076,1.41373,1.53456,1.69337,2.3021,4.7332
166,1,1,1,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,0:05:20,318.33,0,48219.1586790642,193.106,4745.31,0.395759,0.241431,0.31691,40.8176,1547.64,0.761038,-0.145178,-0.020282,0.00350331,0.757653,1.07082,1.98977,0.169922,1.77876,0.198932,0.613856,0.880659,0.0986566,3.73014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,1,1,1,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,0:05:29,326.62,0,48305.0408821889,198.374,4166.49,0.328748,0.495377,0.280746,47.0656,1450.24,0.714077,-0.0519583,-0.0312303,-0.133767,0.494207,0.931246,1.68487,0.17134,1.28027,0.175706,0.674559,0.726201,0.099312,2.3782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1,1,1,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,0:05:59,357.42,0,50165.190248138,192.801,4310.24,0.382391,0.454219,0.500444,57.2137,1361.05,0.725533,-0.0826469,-0.0554166,-0.0704752,1.25952,1.10134,1.55062,0.187407,1.37543,0.187103,0.611823,0.711639,0.111299,2.89185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1,1,1,0,0,0,0,1,0,0,1,0,1.5,NA,FOCE_I,0:07:43,461.67,0,48145.4715934079,191.477,4441.96,0.453167,0.355132,0.221954,51.0245,1373.54,0.714105,-0.136182,-5.20566e-05,0.135385,0.890958,0.918639,1.68759,0.237844,1.87487,0.195791,0.488047,0.473853,0.101206,2.89039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,1,1,1,0,0,0,0,1,0,0,1,0,2,NA,FOCE_I,0:22:25,1343.09,0,48957.6790269155,191.553,4549.38,0.420272,0.597157,0.693707,47.0746,1671.5,0.720433,-0.0705632,-0.0287391,0.0135289,0.645592,0.89093,1.65242,0.126871,1.4798,0.181571,0.609848,0.700502,0.10195,3.37748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,1,1,1,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,0:22:15,288.23,1044.68,48402.577406652,201.952,4486.83,0.392223,0.484858,0.407345,49.8972,1434.54,0.740981,-0.0709311,0.00700369,0.090143,0.872234,0.943047,1.84504,0.159256,1.64351,0.183037,0.58688,0.831961,0.099782,1.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,1,1,1,0,0,0,0,1,0,0,1,0,1.5,NA,FOCE_I,0:16:50,1007.89,0,48798.4496350231,191.332,4343.13,0.380837,0.261003,0.32641,57.512,1377.93,0.723429,-0.165481,-0.0244181,0.0820087,0.587564,1.02215,1.62378,0.212874,1.40831,0.196309,0.590442,0.634996,0.106411,3.93087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1,1,1,1,1,0,0,0,0,0,0,0,3.1,4512.63,FOCE_I,0:22:45,308.07,1054.58,48980.5513755453,205.998,4669.32,0.385945,0.336756,0.290363,57.1957,1602.16,0.722859,-0.0559264,-0.0371011,0.0520038,0.917888,1.06377,1.77846,0.133354,1.55166,0.178903,0.678513,0.682422,0.107973,2.67404,17.3947,788.768,0.0965134,0.459775,0.184917,4.63753,168.672,0.0388298,0.134723,0.189955,0.550458,0.529234,0.0810119,0.248527,0.0142702,0.336579,0.0125407,0.115148,0.0871331,0.00451798,1.38205,NA,NA,NA,NA,0.00271576,0.00536616,0.00892349,0.0277128,0.0322508,0.048189,0.0967861,0.13739,0.157664,0.184705,0.220339,0.291018,0.35712,0.488951,0.721392,0.738009,0.932163,1.12849,1.18863,1.97698,12.2552
174,1,1,1,1,1,0,0,0,0,0,0,0,3.6,389.192,FOCE_I,0:22:24,287,1054.82,48400.0348750335,192.059,4444.4,0.371705,0.216929,0.628501,55.9724,1175.81,0.754328,-0.135989,0.0450459,0.263318,1.02608,0.982544,1.61278,0.236027,1.34503,0.199163,0.596309,0.787735,0.102846,3.3276,8.89501,534.532,0.0740092,0.24682,0.240131,4.9392,188.512,0.0204469,0.0745693,0.0871742,0.150793,0.413249,0.0788134,0.215616,0.0397827,0.287572,0.0133628,0.0873396,0.134546,0.00431345,1.12197,NA,NA,NA,NA,0.020218,0.0717669,0.0848091,0.124668,0.175634,0.204785,0.265826,0.344597,0.377695,0.520894,0.550344,0.72868,0.850132,0.911008,0.986685,1.01839,1.20562,1.24605,1.29023,2.15327,7.86869
175,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,0:16:34,992.09,0,49067.3038265527,198.267,4021,0.340054,0.156238,0.456995,55.4014,1462.12,0.718615,-0.042089,-0.0062759,-0.0212752,0.56024,0.784314,1.31167,0.201951,1.05961,0.177944,0.488408,0.712041,0.105938,1.72076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1,1,1,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,0:24:55,454.6,1038.75,49763.5290143888,201.529,4670.63,0.405667,0.394943,0.341031,53.0022,1655.26,0.680219,-0.0342765,0.0140259,-0.0910837,0.752793,0.981296,1.63567,0.161064,1.49803,0.185369,0.64083,0.618596,0.106517,2.72724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:08:04,481.44,0,48802.7665863893,191.116,4221.11,0.328319,0.391813,0.447761,55.2818,1327.66,0.743479,-0.106799,0.0365513,-0.0151478,0.567961,0.941088,1.50744,0.18732,1.12465,0.175432,0.606763,0.698559,0.109388,1.72643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,1,1,1,1,1,0,0,0,0,0,3,0,3.2,502.732,FOCE_I,0:52:02,2065.69,1053.74,49298.2488654326,187.135,4904.41,0.422332,0.347755,0.387429,59.9068,1373.97,0.722515,-0.1189,-0.0971882,0.106679,0.753429,1.03944,1.72766,0.20975,1.50637,0.170331,0.656946,0.678445,0.105727,1.94907,4.67401,342.806,0.0496206,0.0972255,0.0771349,7.10852,139.318,0.0214941,0.0528366,0.0436033,0.0967153,0.193562,0.0815874,0.175461,0.0302696,0.177043,0.0117637,0.0852905,0.132923,0.00441023,1.08257,NA,NA,NA,NA,0.0120125,0.0449066,0.0657082,0.145166,0.182982,0.209151,0.30077,0.353796,0.441231,0.47896,0.58315,0.702161,0.810383,0.873799,0.981751,1.0979,1.24355,1.55236,1.89456,2.98663,6.03907
179,1,1,1,1,0,0,1,0,5,1,1,0,3.3,NA,FOCE_I,0:10:28,625.52,0,49091.6496085334,196.598,4546.45,0.423687,0.365192,0.527182,54.9971,1358.94,0.740335,-0.0876962,-0.0135305,0.0109442,0.736667,1.04709,1.64681,0.163876,1.43904,0.194525,0.613781,0.745617,0.110647,0.000269559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,1,1,1,0,0,0,0,1,0,0,0,0,1.6,NA,FOCE_I,0:14:34,872.03,0,49667.2531452076,190.08,4090.54,0.370199,0.416322,0.208982,57.9089,1326.55,0.721119,-0.21486,0.00702177,0.242751,0.561699,0.981366,1.16703,0.170585,1.12572,0.174489,0.71135,0.663791,0.101857,4.49131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,1,1,1,0,0,0,0,1,0,0,0,0,1,NA,FOCE_I,0:04:08,245.73,0,48671.5962601653,195.538,4087.44,0.37439,0.678188,0.692847,52.5659,1700.86,0.699146,-0.0848386,0.0293007,0.00488875,0.494777,1.04132,1.80725,0.139475,1.51612,0.184881,0.664062,0.775321,0.0991357,3.65635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,1,1,1,1,1,0,0,0,0,0,0,0,3.6,655.968,FOCE_I,0:22:09,302.89,1024.26,49974.7569994218,198.276,4369.69,0.374868,0.280974,0.148482,56.7913,1289.31,0.722343,-0.087788,0.0374591,0.248595,0.750152,1.02262,1.55688,0.181187,1.26823,0.167629,0.534213,0.674544,0.110116,3.04471,13.7616,531.467,0.0598199,0.277993,0.608118,5.18846,116.868,0.0191172,0.133389,0.188805,0.102821,0.240865,0.0965445,0.281064,0.030787,0.241488,0.0120026,0.0783948,0.101384,0.00498946,1.22629,NA,NA,NA,NA,0.0144316,0.0154125,0.0420709,0.052444,0.0864981,0.124463,0.155416,0.231196,0.346886,0.362803,0.426662,0.492313,0.533436,0.698225,0.814631,0.957984,1.05452,1.11874,1.66155,2.34365,9.46667
183,1,1,1,0,0,0,0,1,0,0,0,0,0.2,NA,FOCE_I,0:06:56,414.35,0,50123.6727103919,189.689,3734.93,0.357759,0.234004,0.312337,64.2519,1336.93,0.694488,-0.195061,-0.0172879,0.0694099,0.982954,0.871855,1.41499,0.172011,1.34677,0.187106,0.565148,0.678348,0.105242,3.68493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1,1,1,0,0,0,0,1,0,0,1,0,2.2,NA,FOCE_I,0:18:40,1117.43,0,48100.0067423381,187.507,3762.97,0.305815,0.505629,0.563815,54.1484,1515.3,0.734624,-0.156481,-0.0486416,0.0175186,0.705977,0.93615,1.39765,0.149195,0.95132,0.202417,0.639711,0.850158,0.0994934,3.63733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:10:34,632.07,0,49310.2043191797,190.339,4495.63,0.409982,0.541729,0.528787,54.9298,1506.54,0.724648,-0.0918626,-0.0103584,-0.117479,1.54688,0.956515,1.91476,0.184768,1.65142,0.199596,0.539881,0.585787,0.103197,2.61214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,1,1,1,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,0:21:02,248.12,1011.7,47905.0556393569,189.644,4668.21,0.404513,0.493531,0.427236,52.3013,1374.78,0.719244,-0.133197,-0.0015278,0.158383,0.757543,1.01615,1.80593,0.174615,1.57283,0.186687,0.546086,0.466658,0.101895,2.10916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,1,1,1,0,0,0,0,1,0,0,2,0,1.8,NA,FOCE_I,0:28:25,1703.45,0,49390.3553408791,203.906,4081.68,0.332932,0.279707,0.431673,50.1633,1505.06,0.758351,-0.0919641,0.0783067,0.0316625,1.04601,1.00869,1.37646,0.166511,0.982014,0.202404,0.659269,0.944849,0.101078,3.07494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1,1,1,1,1,0,0,0,0,0,1,0,3.3,22205400,FOCE_I,0:23:34,384.66,1027.45,48076.5698569337,196.196,4750.71,0.442294,0.47968,0.544772,49.6926,1374.23,0.729465,-0.0500484,0.0445912,0.0238028,0.539892,0.910197,1.84229,0.183291,1.64223,0.19246,0.570934,0.623571,0.101338,1.65953,5.6957,301.646,0.0468637,0.102842,0.235488,4.16884,208.033,0.0177089,0.0847421,0.0460778,0.116454,0.0372171,0.0644304,0.136935,0.0204443,0.166906,0.0120003,0.0669423,0.0924109,0.00416777,0.857361,NA,NA,NA,NA,2.49462e-07,0.0487995,0.104445,0.141749,0.17035,0.233157,0.260927,0.333314,0.413777,0.445797,0.572017,0.631021,0.787885,0.825934,0.923533,1.13597,1.27317,1.68882,2.27397,3.19597,5.5394
189,1,1,1,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,0:03:39,216.8,0,48786.4614460136,194.77,4493.47,0.427759,0.277805,0.205984,57.4877,1300.98,0.743659,-0.199196,-0.0046443,-0.00518778,1.46548,1.13387,1.38293,0.208243,1.55851,0.194358,0.603454,0.657545,0.103177,3.37582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,1,1,1,1,1,0,0,0,0,0,0,0,3.1,466702,FOCE_I,0:21:32,245.06,1044.61,48713.7556511049,196.852,3928.18,0.336661,0.723902,0.551635,52.9621,1366.72,0.708612,-0.133692,0.0689815,-0.0652949,0.491122,1.02264,1.57176,0.143601,1.33401,0.174626,0.604721,0.742146,0.105832,3.67025,6.30487,329.049,0.0515453,0.0891702,0.251862,7.08149,266.877,0.0238762,0.0646613,0.0400981,0.33711,0.0323886,0.0746922,0.167678,0.0154464,0.252754,0.0122363,0.0740347,0.089838,0.00493169,1.11758,NA,NA,NA,NA,1.49936e-05,0.0215872,0.0469879,0.0778523,0.124261,0.16546,0.227015,0.277509,0.298102,0.428566,0.532554,0.698742,0.725837,0.901951,0.981958,1.03093,1.26928,1.33039,1.98802,2.87543,6.99756
191,1,1,1,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,0:07:39,457.35,0,48806.9273806369,193.493,4439.37,0.391655,0.503543,0.600173,43.3686,1312.01,0.760868,-0.00624821,-0.011312,0.0916518,0.528066,0.959918,1.65501,0.205792,1.31097,0.187559,0.6833,0.930986,0.100979,2.97459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1,1,1,1,1,0,0,0,0,0,0,0,3.2,103.669,FOCE_I,0:15:44,299.25,643.07,48747.5854364343,191.549,4549.89,0.426411,0.372685,0.175779,55.935,1464.83,0.722466,-0.137331,-0.0279706,-0.102183,0.773344,1.07585,1.56498,0.190692,1.55575,0.186387,0.460669,0.469532,0.1097,2.8122,5.81014,276.213,0.0371343,0.0929903,0.161979,4.32666,131.248,0.0229726,0.0627648,0.0308776,0.157347,0.159682,0.0657976,0.146453,0.0251739,0.143678,0.0122585,0.0606489,0.0806412,0.00506527,1.01876,NA,NA,NA,NA,0.045096,0.074074,0.153778,0.208665,0.231171,0.271578,0.377094,0.467591,0.598054,0.678432,0.700578,0.723294,0.805067,0.849418,0.99975,1.0895,1.245,1.75394,2.16141,2.89145,4.67507
193,1,1,1,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,0:23:15,343.03,1049.54,48062.4716111124,209.02,5100.57,0.391969,0.39177,0.339941,46.2071,1542.22,0.750162,0.0225234,0.0336871,0.137776,0.920252,0.871662,1.79837,0.179173,1.39829,0.213141,0.604943,0.922196,0.10549,1.54343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1,1,1,1,1,0,0,0,0,0,0,0,3.7,830017000,FOCE_I,0:27:45,534.75,1128.63,49527.0377116421,201.842,4731.95,0.368501,0.320949,0.509858,52.3923,1592.14,0.730107,-0.0645333,0.0708976,0.0319697,0.565115,0.988506,1.81948,0.169936,1.34321,0.186671,0.623528,0.8139,0.105925,0.604909,4.9824,254.983,0.03716,0.0341781,0.106894,3.77976,164.538,0.020199,0.0568095,0.0349688,0.0328331,0.0171325,0.0593002,0.132337,0.0187485,0.173295,0.0110895,0.0779659,0.109538,0.00441134,0.283282,NA,NA,NA,NA,5.5323e-09,0.0373153,0.0571352,0.121198,0.16944,0.265891,0.328986,0.360768,0.401089,0.552324,0.657038,0.747182,0.82223,0.900515,0.964635,1.11641,1.16678,1.87955,2.7361,3.12351,4.5919
195,1,1,1,1,1,0,0,0,0,0,1,0,3,1353.62,FOCE_I,0:16:13,340.83,630.48,49045.0994335478,191.373,4466.42,0.416535,0.378931,0.662118,48.9124,1340.02,0.737911,-0.0723872,0.0182788,0.191029,1.13386,0.937219,1.83415,0.165282,1.58463,0.194364,0.537842,0.695177,0.107726,3.86619,9.82227,243.888,0.0161246,0.252055,0.296904,7.59748,504.937,0.0246036,0.115401,0.121933,0.134627,0.499305,0.0712786,0.175439,0.0280163,0.0943759,0.015275,0.11836,0.123246,0.00509902,1.13339,NA,NA,NA,NA,0.00653788,0.0146591,0.0519644,0.0765827,0.0913401,0.11848,0.193177,0.220644,0.251911,0.389146,0.425363,0.478521,0.617819,0.639098,0.895937,1.05593,1.18036,1.21755,1.69231,2.53283,8.84983
196,1,1,1,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,0:15:22,299.52,621.1,49055.6727940833,187.222,4153.2,0.386586,0.287791,0.49124,52.0604,1489.99,0.697394,-0.135187,0.00975795,0.113333,0.80794,0.955177,1.53946,0.160305,1.38031,0.15634,0.541477,0.688346,0.109136,0.770409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,1,1,1,0,0,0,0,1,0,0,2,0,NA,NA,FOCE_I,0:15:28,925.77,0,48851.8333046468,195.164,4394.48,0.46237,0.274084,0.207138,53.5599,1409.27,0.737362,-0.0573808,-0.024161,0.142258,0.566391,1.09205,1.66273,0.206874,1.73565,0.190607,0.525056,0.603529,0.100324,3.03853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:16:45,1002.64,0,49693.0618490727,199.967,4787.63,0.420234,0.374945,0.403656,59.0483,1479.92,0.726398,0.00429158,0.015452,0.0537533,0.542335,0.958532,1.86855,0.171408,1.6175,0.181859,0.595092,0.678853,0.106343,1.0246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
